"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 26, 2021","88.8945","88.8945","88.8945","88.8945","-","0.53%"
"Sep 25, 2021","88.4235","88.4235","88.4235","88.4235","-","-1.64%"
"Sep 24, 2021","89.8998","89.8998","89.8998","89.8998","-","1.92%"
"Sep 23, 2021","88.2051","88.2051","88.2051","88.2051","-","-5.39%"
"Sep 22, 2021","93.2299","93.2299","93.2299","93.2299","-","-2.24%"
"Sep 21, 2021","95.3672","95.3672","95.3672","95.3672","-","3.16%"
"Sep 20, 2021","92.4503","92.4503","92.4503","92.4503","-","5.84%"
"Sep 19, 2021","87.3529","87.3529","87.3529","87.3529","-","-0.21%"
"Sep 18, 2021","87.5401","87.5401","87.5401","87.5401","-","0.46%"
"Sep 17, 2021","87.1383","87.1383","87.1383","87.1383","-","-3.02%"
"Sep 16, 2021","89.8523","89.8523","89.8523","89.8523","-","-4.23%"
"Sep 15, 2021","93.8186","93.8186","93.8186","93.8186","-","-0.92%"
"Sep 14, 2021","94.6928","94.6928","94.6928","94.6928","-","-0.58%"
"Sep 13, 2021","95.2412","95.2412","95.2412","95.2412","-","1.40%"
"Sep 12, 2021","93.9262","93.9262","93.9262","93.9262","-","0.43%"
"Sep 11, 2021","93.5198","93.5198","93.5198","93.5198","-","-0.57%"
"Sep 10, 2021","94.0526","94.0526","94.0526","94.0526","-","-1.84%"
"Sep 09, 2021","95.8158","95.8158","95.8158","95.8158","-","-1.70%"
"Sep 08, 2021","97.4768","97.4768","97.4768","97.4768","-","-2.10%"
"Sep 07, 2021","99.5711","99.5711","99.5711","99.5711","-","3.21%"
"Sep 06, 2021","96.4750","96.4750","96.4750","96.4750","-","-0.70%"
"Sep 05, 2021","97.1538","97.1538","97.1538","97.1538","-","1.49%"
"Sep 04, 2021","95.7288","95.7288","95.7288","95.7288","-","-0.60%"
"Sep 03, 2021","96.3082","96.3082","96.3082","96.3082","-","-3.27%"
"Sep 02, 2021","99.5590","99.5590","99.5590","99.5590","-","1.79%"
"Sep 01, 2021","97.8054","97.8054","97.8054","97.8054","-","2.22%"
"Aug 31, 2021","95.6826","95.6826","95.6826","95.6826","-","2.00%"
"Aug 30, 2021","93.8028","93.8028","93.8028","93.8028","-","0.82%"
"Aug 29, 2021","93.0439","93.0439","93.0439","93.0439","-","-0.04%"
"Aug 28, 2021","93.0845","93.0845","93.0845","93.0845","-","-1.91%"
"Aug 27, 2021","94.9014","94.9014","94.9014","94.9014","-","-1.87%"
"Aug 26, 2021","96.7136","96.7136","96.7136","96.7136","-","-0.15%"
"Aug 25, 2021","96.8554","96.8554","96.8554","96.8554","-","-0.60%"
"Aug 24, 2021","97.4417","97.4417","97.4417","97.4417","-","-2.54%"
"Aug 23, 2021","99.9850","99.9850","99.9850","99.9850","-","2.16%"
"Aug 22, 2021","97.8753","97.8753","97.8753","97.8753","-","-0.71%"
"Aug 21, 2021","98.5709","98.5709","98.5709","98.5709","-","-0.43%"
"Aug 20, 2021","98.9999","98.9999","98.9999","98.9999","-","-1.28%"
"Aug 19, 2021","100.2797","100.2797","100.2797","100.2797","-","-0.76%"
"Aug 18, 2021","101.0468","101.0468","101.0468","101.0468","-","-0.70%"
"Aug 17, 2021","101.7615","101.7615","101.7615","101.7615","-","-1.56%"
"Aug 16, 2021","103.3789","103.3789","103.3789","103.3789","-","0.04%"
"Aug 15, 2021","103.3326","103.3326","103.3326","103.3326","-","-0.17%"
"Aug 14, 2021","103.5115","103.5115","103.5115","103.5115","-","0.57%"
"Aug 13, 2021","102.9255","102.9255","102.9255","102.9255","-","-1.48%"
"Aug 12, 2021","104.4690","104.4690","104.4690","104.4690","-","-4.09%"
"Aug 11, 2021","108.9244","108.9244","108.9244","108.9244","-","-3.22%"
"Aug 10, 2021","112.5527","112.5527","112.5527","112.5527","-","1.78%"
"Aug 09, 2021","110.5816","110.5816","110.5816","110.5816","-","7.03%"
"Aug 08, 2021","103.3186","103.3186","103.3186","103.3186","-","1.26%"
"Aug 07, 2021","102.0294","102.0294","102.0294","102.0294","-","2.66%"
"Aug 06, 2021","99.3835","99.3835","99.3835","99.3835","-","-1.66%"
"Aug 05, 2021","101.0602","101.0602","101.0602","101.0602","-","3.16%"
"Aug 04, 2021","97.9616","97.9616","97.9616","97.9616","-","2.39%"
"Aug 03, 2021","95.6782","95.6782","95.6782","95.6782","-","1.03%"
"Aug 02, 2021","94.7071","94.7071","94.7071","94.7071","-","-0.18%"
"Aug 01, 2021","94.8755","94.8755","94.8755","94.8755","-","0.69%"
"Jul 31, 2021","94.2279","94.2279","94.2279","94.2279","-","-0.07%"
"Jul 30, 2021","94.2959","94.2959","94.2959","94.2959","-","-3.26%"
"Jul 29, 2021","97.4753","97.4753","97.4753","97.4753","-","-1.24%"
"Jul 28, 2021","98.6992","98.6992","98.6992","98.6992","-","7.11%"
"Jul 27, 2021","92.1460","92.1460","92.1460","92.1460","-","-0.30%"
"Jul 26, 2021","92.4192","92.4192","92.4192","92.4192","-","3.70%"
"Jul 25, 2021","89.1211","89.1211","89.1211","89.1211","-","1.38%"
"Jul 24, 2021","87.9099","87.9099","87.9099","87.9099","-","0.65%"
"Jul 23, 2021","87.3419","87.3419","87.3419","87.3419","-","-3.92%"
"Jul 22, 2021","90.9095","90.9095","90.9095","90.9095","-","-2.47%"
"Jul 21, 2021","93.2136","93.2136","93.2136","93.2136","-","-1.88%"
"Jul 20, 2021","95.0007","95.0007","95.0007","95.0007","-","4.86%"
"Jul 19, 2021","90.5990","90.5990","90.5990","90.5990","-","3.80%"
"Jul 18, 2021","87.2846","87.2846","87.2846","87.2846","-","0.11%"
"Jul 17, 2021","87.1862","87.1862","87.1862","87.1862","-","-0.84%"
"Jul 16, 2021","87.9262","87.9262","87.9262","87.9262","-","-2.25%"
"Jul 15, 2021","89.9544","89.9544","89.9544","89.9544","-","-2.41%"
"Jul 14, 2021","92.1760","92.1760","92.1760","92.1760","-","-0.14%"
"Jul 13, 2021","92.3061","92.3061","92.3061","92.3061","-","0.28%"
"Jul 12, 2021","92.0527","92.0527","92.0527","92.0527","-","0.13%"
"Jul 11, 2021","91.9351","91.9351","91.9351","91.9351","-","-1.29%"
"Jul 10, 2021","93.1332","93.1332","93.1332","93.1332","-","-1.58%"
"Jul 09, 2021","94.6256","94.6256","94.6256","94.6256","-","-3.28%"
"Jul 08, 2021","97.8396","97.8396","97.8396","97.8396","-","0.40%"
"Jul 07, 2021","97.4479","97.4479","97.4479","97.4479","-","-0.76%"
"Jul 06, 2021","98.1919","98.1919","98.1919","98.1919","-","0.01%"
"Jul 05, 2021","98.1810","98.1810","98.1810","98.1810","-","-1.16%"
"Jul 04, 2021","99.3374","99.3374","99.3374","99.3374","-","-1.59%"
"Jul 03, 2021","100.9436","100.9436","100.9436","100.9436","-","-2.29%"
"Jul 02, 2021","103.3117","103.3117","103.3117","103.3117","-","-3.09%"
"Jul 01, 2021","106.6011","106.6011","106.6011","106.6011","-","0.12%"
"Jun 30, 2021","106.4787","106.4787","106.4787","106.4787","-","2.90%"
"Jun 29, 2021","103.4811","103.4811","103.4811","103.4811","-","-3.71%"
"Jun 28, 2021","107.4701","107.4701","107.4701","107.4701","-","-0.07%"
"Jun 27, 2021","107.5424","107.5424","107.5424","107.5424","-","-1.82%"
"Jun 26, 2021","109.5310","109.5310","109.5310","109.5310","-","3.41%"
"Jun 25, 2021","105.9223","105.9223","105.9223","105.9223","-","0.96%"
"Jun 24, 2021","104.9151","104.9151","104.9151","104.9151","-","-1.75%"
"Jun 23, 2021","106.7856","106.7856","106.7856","106.7856","-","-5.80%"
"Jun 22, 2021","113.3644","113.3644","113.3644","113.3644","-","5.12%"
"Jun 21, 2021","107.8430","107.8430","107.8430","107.8430","-","9.38%"
"Jun 20, 2021","98.5916","98.5916","98.5916","98.5916","-","3.77%"
"Jun 19, 2021","95.0129","95.0129","95.0129","95.0129","-","-4.82%"
"Jun 18, 2021","99.8192","99.8192","99.8192","99.8192","-","2.67%"
"Jun 17, 2021","97.2236","97.2236","97.2236","97.2236","-","-2.01%"
"Jun 16, 2021","99.2163","99.2163","99.2163","99.2163","-","-1.57%"
"Jun 15, 2021","100.7957","100.7957","100.7957","100.7957","-","-3.98%"
"Jun 14, 2021","104.9686","104.9686","104.9686","104.9686","-","-0.82%"
"Jun 13, 2021","105.8321","105.8321","105.8321","105.8321","-","1.07%"
"Jun 12, 2021","104.7095","104.7095","104.7095","104.7095","-","1.09%"
"Jun 11, 2021","103.5760","103.5760","103.5760","103.5760","-","-3.70%"
"Jun 10, 2021","107.5573","107.5573","107.5573","107.5573","-","-7.25%"
"Jun 09, 2021","115.9592","115.9592","115.9592","115.9592","-","-6.58%"
"Jun 08, 2021","124.1288","124.1288","124.1288","124.1288","-","10.07%"
"Jun 07, 2021","112.7685","112.7685","112.7685","112.7685","-","-2.36%"
"Jun 06, 2021","115.4939","115.4939","115.4939","115.4939","-","-0.36%"
"Jun 05, 2021","115.9166","115.9166","115.9166","115.9166","-","2.03%"
"Jun 04, 2021","113.6140","113.6140","113.6140","113.6140","-","1.29%"
"Jun 03, 2021","112.1679","112.1679","112.1679","112.1679","-","-4.33%"
"Jun 02, 2021","117.2484","117.2484","117.2484","117.2484","-","-2.61%"
"Jun 01, 2021","120.3921","120.3921","120.3921","120.3921","-","-1.17%"
"May 31, 2021","121.8227","121.8227","121.8227","121.8227","-","-10.71%"
"May 30, 2021","136.4407","136.4407","136.4407","136.4407","-","-3.26%"
"May 29, 2021","141.0390","141.0390","141.0390","141.0390","-","1.84%"
"May 28, 2021","138.4891","138.4891","138.4891","138.4891","-","9.00%"
"May 27, 2021","127.0510","127.0510","127.0510","127.0510","-","-6.46%"
"May 26, 2021","135.8308","135.8308","135.8308","135.8308","-","-4.40%"
"May 25, 2021","142.0761","142.0761","142.0761","142.0761","-","-1.77%"
"May 24, 2021","144.6406","144.6406","144.6406","144.6406","-","-14.00%"
"May 23, 2021","168.1786","168.1786","168.1786","168.1786","-","7.61%"
"May 22, 2021","156.2869","156.2869","156.2869","156.2869","-","-1.35%"
"May 21, 2021","158.4231","158.4231","158.4231","158.4231","-","9.18%"
"May 20, 2021","145.1078","145.1078","145.1078","145.1078","-","8.15%"
"May 19, 2021","134.1699","134.1699","134.1699","134.1699","-","11.39%"
"May 18, 2021","120.4476","120.4476","120.4476","120.4476","-","-5.66%"
"May 17, 2021","127.6786","127.6786","127.6786","127.6786","-","12.70%"
"May 16, 2021","113.2868","113.2868","113.2868","113.2868","-","3.72%"
"May 15, 2021","109.2272","109.2272","109.2272","109.2272","-","4.73%"
"May 14, 2021","104.2905","104.2905","104.2905","104.2905","-","1.08%"
"May 13, 2021","103.1770","103.1770","103.1770","103.1770","-","1.20%"
"May 12, 2021","101.9581","101.9581","101.9581","101.9581","-","3.37%"
"May 11, 2021","98.6340","98.6340","98.6340","98.6340","-","-0.46%"
"May 10, 2021","99.0925","99.0925","99.0925","99.0925","-","3.77%"
"May 09, 2021","95.4919","95.4919","95.4919","95.4919","-","4.30%"
"May 08, 2021","91.5516","91.5516","91.5516","91.5516","-","3.09%"
"May 07, 2021","88.8040","88.8040","88.8040","88.8040","-","-2.52%"
"May 06, 2021","91.1038","91.1038","91.1038","91.1038","-","-1.73%"
"May 05, 2021","92.7090","92.7090","92.7090","92.7090","-","-1.35%"
"May 04, 2021","93.9744","93.9744","93.9744","93.9744","-","7.36%"
"May 03, 2021","87.5319","87.5319","87.5319","87.5319","-","6.17%"
"May 02, 2021","82.4419","82.4419","82.4419","82.4419","-","1.21%"
"May 01, 2021","81.4600","81.4600","81.4600","81.4600","-","1.67%"
"Apr 30, 2021","80.1239","80.1239","80.1239","80.1239","-","-1.47%"
"Apr 29, 2021","81.3187","81.3187","81.3187","81.3187","-","2.28%"
"Apr 28, 2021","79.5036","79.5036","79.5036","79.5036","-","-0.72%"
"Apr 27, 2021","80.0773","80.0773","80.0773","80.0773","-","-5.09%"
"Apr 26, 2021","84.3695","84.3695","84.3695","84.3695","-","-10.44%"
"Apr 25, 2021","94.2001","94.2001","94.2001","94.2001","-","1.20%"
"Apr 24, 2021","93.0787","93.0787","93.0787","93.0787","-","1.52%"
"Apr 23, 2021","91.6817","91.6817","91.6817","91.6817","-","5.57%"
"Apr 22, 2021","86.8441","86.8441","86.8441","86.8441","-","4.63%"
"Apr 21, 2021","82.9979","82.9979","82.9979","82.9979","-","-1.07%"
"Apr 20, 2021","83.8959","83.8959","83.8959","83.8959","-","-1.02%"
"Apr 19, 2021","84.7606","84.7606","84.7606","84.7606","-","-4.02%"
"Apr 18, 2021","88.3100","88.3100","88.3100","88.3100","-","18.05%"
"Apr 17, 2021","74.8099","74.8099","74.8099","74.8099","-","-3.41%"
"Apr 16, 2021","77.4506","77.4506","77.4506","77.4506","-","-2.70%"
"Apr 15, 2021","79.6018","79.6018","79.6018","79.6018","-","-6.10%"
"Apr 14, 2021","84.7738","84.7738","84.7738","84.7738","-","-2.20%"
"Apr 13, 2021","86.6793","86.6793","86.6793","86.6793","-","4.38%"
"Apr 12, 2021","83.0440","83.0440","83.0440","83.0440","-","2.52%"
"Apr 11, 2021","81.0033","81.0033","81.0033","81.0033","-","0.92%"
"Apr 10, 2021","80.2617","80.2617","80.2617","80.2617","-","5.66%"
"Apr 09, 2021","75.9618","75.9618","75.9618","75.9618","-","0.48%"
"Apr 08, 2021","75.5952","75.5952","75.5952","75.5952","-","-5.44%"
"Apr 07, 2021","79.9401","79.9401","79.9401","79.9401","-","-1.22%"
"Apr 06, 2021","80.9286","80.9286","80.9286","80.9286","-","0.69%"
"Apr 05, 2021","80.3765","80.3765","80.3765","80.3765","-","-2.17%"
"Apr 04, 2021","82.1587","82.1587","82.1587","82.1587","-","-0.24%"
"Apr 03, 2021","82.3595","82.3595","82.3595","82.3595","-","1.47%"
"Apr 02, 2021","81.1702","81.1702","81.1702","81.1702","-","-1.76%"
"Apr 01, 2021","82.6225","82.6225","82.6225","82.6225","-","-3.17%"
"Mar 31, 2021","85.3284","85.3284","85.3284","85.3284","-","1.08%"
"Mar 30, 2021","84.4167","84.4167","84.4167","84.4167","-","3.38%"
"Mar 29, 2021","81.6573","81.6573","81.6573","81.6573","-","2.69%"
"Mar 28, 2021","79.5164","79.5164","79.5164","79.5164","-","-1.61%"
"Mar 27, 2021","80.8194","80.8194","80.8194","80.8194","-","-4.17%"
"Mar 26, 2021","84.3373","84.3373","84.3373","84.3373","-","-7.56%"
"Mar 25, 2021","91.2313","91.2313","91.2313","91.2313","-","-0.69%"
"Mar 24, 2021","91.8677","91.8677","91.8677","91.8677","-","7.47%"
"Mar 23, 2021","85.4800","85.4800","85.4800","85.4800","-","-1.17%"
"Mar 22, 2021","86.4904","86.4904","86.4904","86.4904","-","-2.23%"
"Mar 21, 2021","88.4671","88.4671","88.4671","88.4671","-","-5.78%"
"Mar 20, 2021","93.8991","93.8991","93.8991","93.8991","-","-2.43%"
"Mar 19, 2021","96.2337","96.2337","96.2337","96.2337","-","-4.65%"
"Mar 18, 2021","100.9219","100.9219","100.9219","100.9219","-","-3.64%"
"Mar 17, 2021","104.7378","104.7378","104.7378","104.7378","-","0.68%"
"Mar 16, 2021","104.0305","104.0305","104.0305","104.0305","-","-1.04%"
"Mar 15, 2021","105.1197","105.1197","105.1197","105.1197","-","-0.48%"
"Mar 14, 2021","105.6240","105.6240","105.6240","105.6240","-","0.80%"
"Mar 13, 2021","104.7861","104.7861","104.7861","104.7861","-","1.78%"
"Mar 12, 2021","102.9561","102.9561","102.9561","102.9561","-","-1.43%"
"Mar 11, 2021","104.4513","104.4513","104.4513","104.4513","-","0.71%"
"Mar 10, 2021","103.7140","103.7140","103.7140","103.7140","-","-0.34%"
"Mar 09, 2021","104.0730","104.0730","104.0730","104.0730","-","-0.38%"
"Mar 08, 2021","104.4697","104.4697","104.4697","104.4697","-","-1.53%"
"Mar 07, 2021","106.0892","106.0892","106.0892","106.0892","-","-0.41%"
"Mar 06, 2021","106.5214","106.5214","106.5214","106.5214","-","-2.20%"
"Mar 05, 2021","108.9215","108.9215","108.9215","108.9215","-","0.77%"
"Mar 04, 2021","108.0862","108.0862","108.0862","108.0862","-","0.04%"
"Mar 03, 2021","108.0387","108.0387","108.0387","108.0387","-","-1.56%"
"Mar 02, 2021","109.7480","109.7480","109.7480","109.7480","-","-4.58%"
"Mar 01, 2021","115.0205","115.0205","115.0205","115.0205","-","-2.11%"
"Feb 28, 2021","117.5052","117.5052","117.5052","117.5052","-","3.93%"
"Feb 27, 2021","113.0614","113.0614","113.0614","113.0614","-","-4.22%"
"Feb 26, 2021","118.0411","118.0411","118.0411","118.0411","-","-2.71%"
"Feb 25, 2021","121.3282","121.3282","121.3282","121.3282","-","-3.48%"
"Feb 24, 2021","125.6999","125.6999","125.6999","125.6999","-","-5.12%"
"Feb 23, 2021","132.4779","132.4779","132.4779","132.4779","-","8.68%"
"Feb 22, 2021","121.8924","121.8924","121.8924","121.8924","-","7.65%"
"Feb 21, 2021","113.2322","113.2322","113.2322","113.2322","-","1.12%"
"Feb 20, 2021","111.9754","111.9754","111.9754","111.9754","-","-0.34%"
"Feb 19, 2021","112.3586","112.3586","112.3586","112.3586","-","-5.07%"
"Feb 18, 2021","118.3586","118.3586","118.3586","118.3586","-","-0.35%"
"Feb 17, 2021","118.7791","118.7791","118.7791","118.7791","-","-1.66%"
"Feb 16, 2021","120.7893","120.7893","120.7893","120.7893","-","1.88%"
"Feb 15, 2021","118.5585","118.5585","118.5585","118.5585","-","-0.31%"
"Feb 14, 2021","118.9290","118.9290","118.9290","118.9290","-","-0.47%"
"Feb 13, 2021","119.4864","119.4864","119.4864","119.4864","-","-0.52%"
"Feb 12, 2021","120.1051","120.1051","120.1051","120.1051","-","-1.66%"
